LOB,ZONA,COACH,LOB.1,NOMBRE CLIENTE,Dirección,CP,Provincia,Población,TOTAL 2025 ,TOTAL YTD25,TOTAL YTD26,EVOL TOTAL,AVENE 2025,AVENE YTD 25,AVENE YTD 26,EVOL AVENE ,OPORTUNIDAD AVENE,AVENE 2025.1,AVENE YTD 25.1,AVENE YTD 26.1,EVOL AVENE .1,OPORTUNIDAD SIN SOLAR,AVENE 2025.2,AVENE YTD 25.2,AVENE YTD 26.2,EVOL AVENE .2,OPORTUNIDAD SOLAR,DUCRAY 2025,DUCRAY YTD 25,DUCRAY YTD 26,EVOL DUCRAY,OPORTUNIDAD DUCRAY,ADERMA 2025,ADERMA YTD 25,ADERMA YTD 26,EVOL ADERMA,OPORTUNIDAD ADERMA,DEXERYL 2025,DEXERYL YTD 25,DEXERYL YTD 26,EVOL DEXERYL,OPORTUNIDAD DEXERYL,Día de Fecha último pedido KF/ADA
7002713,Area 1,LAURA LUQUIN FRANQUET,7002713,ESPINA MATEOS CARLOS,RBLA POMPEU FABRA 180,8850,BARCELONA,GAVA,2396,1366,742,-0.4304635761589404,1707,810,506,-0.37530864197530867,,1250,353,452,0.28,,457,457,54,-0.88,,566,487,175,-0.64,,123,69,61,-0.12,1.0,183,144,118,-0.18,1.0,2026-06-01
7002867,Area 1,LAURA LUQUIN FRANQUET,7002867,TEIXEIRA RODRIGUES MARISOL,PA CATALUNYA 22,8820,BARCELONA,EL PRAT DE LLOBREGAT,11915,9810,8006,-0.20573421154591243,9011,7451,5899,-0.20829418869950345,,5927,4422,1918,-0.57,,3084,3029,3981,0.31,,1975,1584,1110,-0.3,,929,775,997,0.29,,1177,514,194,-0.62,,2026-06-25
7002906,Area 1,LAURA LUQUIN FRANQUET,7002906,VALLS RELATS GEMMA,CTRA DEL PRAT 30 BIS LOC 5,8038,BARCELONA,BARCELONA,1669,1455,512,-0.6527293844367015,1159,1159,179,-0.8455565142364108,,1143,1143,179,-0.84,,16,16,0,-1.0,1.0,433,241,306,0.27,,77,55,27,-0.51,1.0,334,267,86,-0.68,,2026-07-22
7002918,Area 1,LAURA LUQUIN FRANQUET,7002918,LOPEZ RODRIGUEZ JOSE LUIS,RBLA POMPEU FABRA 142 (FARMACIA),8850,BARCELONA,GAVA,27602,22029,14834,-0.33711676451402484,18967,16074,10230,-0.3635684957073535,,12490,9597,5403,-0.44,,6477,6477,4827,-0.25,,5926,4425,2702,-0.39,,2709,1530,1902,0.24,,2263,966,409,-0.58,,2026-07-30
7002945,Area 1,LAURA LUQUIN FRANQUET,7002945,PUGES CRISOL M CARMEN,PASSEIG JOAN MARAGALL 23,8850,BARCELONA,GAVA,0,0,0,,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,2023-12-18
7002970,Area 1,LAURA LUQUIN FRANQUET,7002970,MARTINEZ CORBACHO PABLO,CL VIRIATO 2,8860,BARCELONA,CASTELLDEFELS,0,0,0,,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,2024-04-25
7003118,Area 1,LAURA LUQUIN FRANQUET,7003118,FARMACIA CENTRAL PRAT CB,AV VERGE DE MONTSERRAT 135,8820,BARCELONA,EL PRAT DE LLOBREGAT,5424,3726,3111,-0.06227106227106227,757,364,184,-0.4945054945054945,,743,364,170,-0.53,,14,0,14,0.0,1.0,1633,1296,1467,0.13,,3034,2066,1460,-0.29,,612,369,729,0.97,,2026-07-29
7003135,Area 1,LAURA LUQUIN FRANQUET,7003135,HERRERO ESCOLA SARA,CL COMTE BORRELL 68 (FARMACIA),8015,BARCELONA,BARCELONA,173,0,494,,173,0,53,,1.0,173,0,53,0.0,1.0,0,0,0,0.0,1.0,0,0,441,0.0,,0,0,0,0.0,1.0,234,0,19,0.0,1.0,2026-06-16
7003159,Area 1,LAURA LUQUIN FRANQUET,7003159,MANOUCHEHRI SHAGHAYEGH,CL PARELLADES 88 (FARMACIA),8870,BARCELONA,SITGES,7225,4169,7362,0.6987251174233953,4439,2613,4663,0.7845388442403367,,3702,1876,2085,0.11,,737,737,2578,2.5,,1640,763,1592,1.09,,1146,793,1107,0.4,,802,302,233,-0.23,,2026-07-20
7003445,Area 1,LAURA LUQUIN FRANQUET,7003445,BARENYS DE LACHA CARMEN,PS ZONA FRANCA 122 (FARMACIA),8038,BARCELONA,BARCELONA,10735,6253,5694,-0.06959314775160597,7591,4793,3750,-0.21760901314416858,,5948,3358,2184,-0.35,,1643,1435,1566,0.09,,2620,1077,1193,0.11,,524,383,751,0.96,,481,285,389,0.37,,2026-06-17
7003495,Area 1,LAURA LUQUIN FRANQUET,7003495,GUERRERO DUEÑAS JOSE ANTONIO,CL CENTRE 15 (FARMACIA),8820,BARCELONA,EL PRAT DE LLOBREGAT,542,0,2508,,163,0,1549,,,163,0,364,0.0,,0,0,1185,0.0,,379,0,631,0.0,,0,0,328,0.0,,290,0,0,0.0,1.0,2026-07-27
7003526,Area 1,LAURA LUQUIN FRANQUET,7003526,NICOLAS SOLER CRISTINA,CL PRAT DE LA RIBA 66 (FARMACIA),8840,BARCELONA,VILADECANS,446,375,132,-0.5968992248062015,130,130,74,-0.4307692307692308,1.0,113,113,74,-0.34,1.0,17,17,0,-1.0,1.0,270,214,58,-0.73,,46,31,0,-1.0,1.0,24,12,24,1.06,1.0,2026-06-30
7003551,Area 1,LAURA LUQUIN FRANQUET,7003551,MILAN MARGAÑON JOSE ORIOL,MILA I FONTANALS 12 (FARMACIA),8012,BARCELONA,BARCELONA,0,0,0,,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,2024-07-25
7003708,Area 1,LAURA LUQUIN FRANQUET,7003708,MASAGUE SANZ M CARMEN,CTRA DE LAS COSTAS 20 (FARMACIA),8870,BARCELONA,SITGES,2415,1836,1425,-0.2221024258760108,1198,804,573,-0.2873134328358209,,1198,804,573,-0.29,,0,0,0,0.0,1.0,902,717,744,0.04,,315,315,108,-0.66,,30,19,18,-0.08,1.0,2026-07-23
7003724,Area 1,LAURA LUQUIN FRANQUET,7003724,FONTESTAD CRESPO JOSE VICENTE,CL SANT JORDI 1 (FARMACIA),43700,TARRAGONA,"VENDRELL, EL",0,0,27,,0,0,27,,1.0,0,0,0,0.0,1.0,0,0,27,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,2026-05-12
7003828,Area 1,LAURA LUQUIN FRANQUET,7003828,FRANCES FERRANDO CB,AV MISTRAL 66 (FARMACIA),8015,BARCELONA,BARCELONA,370,225,353,0.4734848484848484,171,90,181,1.011111111111111,,171,90,181,1.02,,0,0,0,0.0,1.0,181,117,132,0.13,1.0,18,18,40,1.26,1.0,39,39,36,-0.05,1.0,2026-05-13
7003845,Area 1,LAURA LUQUIN FRANQUET,7003845,SERRABOU CLEMENTE ALLOZA BELEN,CL LLEIDA 88 (FARMACIA),8820,BARCELONA,EL PRAT DE LLOBREGAT,9275,6492,8353,0.28597944031981726,7015,4986,6457,0.2950260730044123,,5265,3394,3863,0.14,,1750,1592,2594,0.63,,2240,1500,1878,0.25,,20,6,18,2.23,1.0,592,512,654,0.28,,2026-07-16
7003846,Area 1,LAURA LUQUIN FRANQUET,7003846,CASAS SANCHEZ JORDI,AV ONZE DE SETEMBRE 185 (FARMACIA),8820,BARCELONA,EL PRAT DE LLOBREGAT,5327,3791,4991,0.3145645645645645,3989,3083,3476,0.12747324035030805,,2405,1526,1071,-0.3,,1584,1557,2405,0.54,,763,306,1188,2.88,,575,402,327,-0.19,,356,205,262,0.28,,2026-07-16
7003847,Area 1,LAURA LUQUIN FRANQUET,7003847,CASAS PLA JAIME,CTRA DE LA MARINA 7 (FARMACIA),8820,BARCELONA,EL PRAT DE LLOBREGAT,8065,4823,6364,0.276939463873602,6057,3684,3876,0.05211726384364823,,3948,1656,1604,-0.03,,2109,2028,2272,0.12,,1846,1001,2003,1.0,,162,138,485,2.51,,1085,810,829,0.02,,2026-06-30
7003853,Area 1,LAURA LUQUIN FRANQUET,7003853,SANCHEZ CALUCHO ROSA,CTRA DE LA MARINA 112 (FARMACIA),8820,BARCELONA,EL PRAT DE LLOBREGAT,9829,5690,3954,-0.3022571148184494,6476,4145,2682,-0.3529553679131484,,4677,2481,1254,-0.49,,1799,1664,1428,-0.14,,2818,1124,1037,-0.08,,535,421,235,-0.44,,700,424,312,-0.26,,2026-06-16
7003864,Area 1,LAURA LUQUIN FRANQUET,7003864,TORRENTS LORCA LUIS,PS ZONA FRANCA 19 (FARMACIA),8038,BARCELONA,BARCELONA,294,225,510,1.1074380165289255,149,123,105,-0.14634146341463417,1.0,104,93,68,-0.26,1.0,45,30,37,0.22,1.0,100,65,120,0.83,1.0,45,37,285,6.65,,37,17,0,-1.0,1.0,2026-06-30
7003867,Area 1,LAURA LUQUIN FRANQUET,7003867,CASAS SANCHEZ JAVIER,PZA FRANCESC MACIA 2 (FARMACIA),8440,BARCELONA,CARDEDEU,683,373,402,0.0680628272251309,432,205,306,0.4926829268292683,,432,205,268,0.31,,0,0,38,0.0,1.0,102,57,70,0.22,1.0,149,111,26,-0.77,1.0,9,9,6,-0.29,1.0,2026-06-27
7003990,Area 1,LAURA LUQUIN FRANQUET,7003990,IGLESIAS HUIX FRANCESCA,AV PARAL.LEL 131 (FARMACIA),8004,BARCELONA,BARCELONA,35,0,334,,14,0,105,,1.0,14,0,88,0.0,1.0,0,0,17,0.0,1.0,21,0,203,0.0,,0,0,26,0.0,1.0,6,0,700,0.0,,2026-06-30
7004079,Area 1,LAURA LUQUIN FRANQUET,7004079,SANCHEZ BLAZQUEZ PEDRO,CL MAS DURAN 43 (FARMACIA),8042,BARCELONA,BARCELONA,2904,2904,0,-1.0,1934,1934,0,-1.0,,1934,1934,0,-1.0,,0,0,0,0.0,1.0,661,661,0,-1.0,,309,309,0,-1.0,,175,175,0,-1.0,,2025-04-14
7004092,Area 1,LAURA LUQUIN FRANQUET,7004092,DUALFARMA INNOVA SL,AV GRAN VIA DE LES CORTS CATALANES 278 (FCIA),8004,BARCELONA,BARCELONA,9473,7142,9137,0.3018631813125696,6054,4249,4846,0.14050364791715708,,4727,2922,2027,-0.31,,1327,1327,2819,1.12,,1738,1384,3073,1.22,,1681,1509,1218,-0.19,,167,50,226,3.52,,2026-06-22
7004153,Area 1,LAURA LUQUIN FRANQUET,7004153,PESET URGILLES CLARA,CL PARE GARI 36 (FARMACIA),8800,BARCELONA,VILANOVA I LA GELTRU,2437,2023,283,-0.868682505399568,1090,1082,120,-0.88909426987061,,975,967,120,-0.88,,115,115,0,-1.0,1.0,906,500,152,-0.7,,441,441,11,-0.97,,76,292,21,-0.93,,2026-05-04
7004360,Area 1,LAURA LUQUIN FRANQUET,7004360,NIUBO ESLAVA ITZIAR,AV GAVA 13 (FCIA),8840,BARCELONA,VILADECANS,0,0,2014,,0,0,2014,,,0,0,1019,0.0,,0,0,995,0.0,,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,382,0.0,,2026-07-10
7004432,Area 1,LAURA LUQUIN FRANQUET,7004432,VAUCOULOUX ESQUE CRISTINA,PS MIRAMAR 193 (FCIA),43830,TARRAGONA,TORREDEMBARRA,576,0,4829,,576,0,3792,,,576,0,1491,0.0,,0,0,2301,0.0,,0,0,0,0.0,1.0,0,0,1037,0.0,,0,0,22,0.0,1.0,2026-06-23
7004530,Area 1,LAURA LUQUIN FRANQUET,7004530,MORERA SERDA JOSEFA,CL ROSER 28 (FCIA),8004,BARCELONA,BARCELONA,0,0,896,,0,0,595,,,0,0,230,0.0,,0,0,365,0.0,,0,0,301,0.0,,0,0,0,0.0,1.0,0,0,318,0.0,,2026-07-08
7004536,Area 1,LAURA LUQUIN FRANQUET,7004536,TARRADELLAS ZAMORANO ALEJANDRA,CL MAJOR 37 (FCIA),8859,BARCELONA,BEGUES,0,0,2909,,0,0,1058,,,0,0,1058,0.0,,0,0,0,0.0,1.0,0,0,1142,0.0,,0,0,709,0.0,,0,0,304,0.0,,2026-07-28
7004552,Area 1,LAURA LUQUIN FRANQUET,7004552,MASCARO LLOPART MARIA EULALIA,CL TAMARIT 89 (FCIA),8015,BARCELONA,BARCELONA,0,0,404,,0,0,166,,,0,0,166,0.0,,0,0,0,0.0,1.0,0,0,238,0.0,,0,0,0,0.0,1.0,0,0,0,0.0,1.0,2026-04-15
7004663,Area 1,LAURA LUQUIN FRANQUET,7004663,PANADES MAS FRANCESCA,PS ZONA FRANCA 226 (FCIA),8038,BARCELONA,BARCELONA,0,0,965,,0,0,655,,,0,0,32,0.0,1.0,0,0,623,0.0,,0,0,0,0.0,1.0,0,0,310,0.0,,0,0,0,0.0,1.0,2026-06-05
